"","Accession","Release_Date","Geo_Location","Isolation_Source","Collection_Date"
"9869","MT972310",2020-09-04,"Australia",NA,"2020-06-28"
"9870","MT972311",2020-09-04,"Australia",NA,"2020-06-29"
"9871","MT972312",2020-09-04,"Australia",NA,"2020-06-27"
"9872","MT972313",2020-09-04,"Australia",NA,"2020-06-27"
"9873","MT972314",2020-09-04,"Australia",NA,"2020-06-27"
"9874","MT972315",2020-09-04,"Australia",NA,"2020-06-27"
"9875","MT972316",2020-09-04,"Australia",NA,"2020-06-27"
"9876","MT972317",2020-09-04,"Australia",NA,"2020-06-27"
"9877","MT972318",2020-09-04,"Australia",NA,"2020-06-30"
"9878","MT972319",2020-09-04,"Australia",NA,"2020-06-30"
"9879","MT972320",2020-09-04,"Australia",NA,"2020-06-30"
"9880","MT972322",2020-09-04,"Australia",NA,"2020-06-29"
"9881","MT972323",2020-09-04,"Australia",NA,"2020-06-30"
"9882","MT972324",2020-09-04,"Australia",NA,"2020-06-30"
"9883","MT972325",2020-09-04,"Australia",NA,"2020-06-30"
"9884","MT972326",2020-09-04,"Australia",NA,"2020-06-30"
"9885","MT972327",2020-09-04,"Australia",NA,"2020-06-30"
"9886","MT972328",2020-09-04,"Australia",NA,"2020-06-30"
"9887","MT972329",2020-09-04,"Australia",NA,"2020-06-30"
"9888","MT972330",2020-09-04,"Australia",NA,"2020-06-30"
"9889","MT972331",2020-09-04,"Australia",NA,"2020-07-01"
"9890","MT972332",2020-09-04,"Australia",NA,"2020-06-30"
"9891","MT972333",2020-09-04,"Australia",NA,"2020-06-30"
"9892","MT972335",2020-09-04,"Australia",NA,"2020-07-01"
"9893","MT972336",2020-09-04,"Australia",NA,"2020-06-29"
"9894","MT972337",2020-09-04,"Australia",NA,"2020-06-28"
"9895","MT972338",2020-09-04,"Australia",NA,"2020-06-28"
"9896","MT972340",2020-09-04,"Australia",NA,"2020-06-28"
"9897","MT972341",2020-09-04,"Australia",NA,"2020-06-28"
"9898","MT972342",2020-09-04,"Australia",NA,"2020-06-29"
"9899","MT972343",2020-09-04,"Australia",NA,"2020-06-28"
"9900","MT972344",2020-09-04,"Australia",NA,"2020-06-26"
"9901","MT972345",2020-09-04,"Australia",NA,"2020-06-26"
"9902","MT972346",2020-09-04,"Australia",NA,"2020-06-28"
"9903","MT972347",2020-09-04,"Australia",NA,"2020-06-29"
"9904","MT972348",2020-09-04,"Australia",NA,"2020-06-28"
"9905","MT972349",2020-09-04,"Australia",NA,"2020-07-01"
"9906","MT972350",2020-09-04,"Australia",NA,"2020-07-01"
"9907","MT972351",2020-09-04,"Australia",NA,"2020-07-01"
"9908","MT972352",2020-09-04,"Australia",NA,"2020-07-01"
"9909","MT972353",2020-09-04,"Australia",NA,"2020-07-01"
"9910","MT972355",2020-09-04,"Australia",NA,"2020-07-01"
"9911","MT972357",2020-09-04,"Australia",NA,"2020-06-30"
"9912","MT972358",2020-09-04,"Australia",NA,"2020-06-30"
"9913","MT972359",2020-09-04,"Australia",NA,"2020-06-30"
"9914","MT972360",2020-09-04,"Australia",NA,"2020-07-01"
"9915","MT972361",2020-09-04,"Australia",NA,"2020-06-30"
"9916","MT972362",2020-09-04,"Australia",NA,"2020-07-01"
"9917","MT972363",2020-09-04,"Australia",NA,"2020-06-29"
"9918","MT972364",2020-09-04,"Australia",NA,"2020-07-02"
"9919","MT972365",2020-09-04,"Australia",NA,"2020-07-02"
"9920","MT972366",2020-09-04,"Australia",NA,"2020-07-02"
"9921","MT972367",2020-09-04,"Australia",NA,"2020-07-02"
"9922","MT972368",2020-09-04,"Australia",NA,"2020-07-02"
"9923","MT972369",2020-09-04,"Australia",NA,"2020-07-02"
"9924","MT972370",2020-09-04,"Australia",NA,"2020-07-01"
"9925","MT972371",2020-09-04,"Australia",NA,"2020-06-30"
"9926","MT972372",2020-09-04,"Australia",NA,"2020-07-02"
"9927","MT972373",2020-09-04,"Australia",NA,"2020-06-30"
"9928","MT972374",2020-09-04,"Australia",NA,"2020-06-29"
"9929","MT972375",2020-09-04,"Australia",NA,"2020-06-29"
"9930","MT972376",2020-09-04,"Australia",NA,"2020-06-29"
"9931","MT972377",2020-09-04,"Australia",NA,"2020-06-29"
"9932","MT972378",2020-09-04,"Australia",NA,"2020-06-29"
"9933","MT972379",2020-09-04,"Australia",NA,"2020-07-02"
"9934","MT972380",2020-09-04,"Australia",NA,"2020-07-02"
"9935","MT972381",2020-09-04,"Australia",NA,"2020-07-01"
"9936","MT972382",2020-09-04,"Australia",NA,"2020-07-01"
"9937","MT972383",2020-09-04,"Australia",NA,"2020-07-02"
"9938","MT972384",2020-09-04,"Australia",NA,"2020-07-02"
"9939","MT972385",2020-09-04,"Australia",NA,"2020-07-02"
"9940","MT972386",2020-09-04,"Australia",NA,"2020-07-02"
"9941","MT972387",2020-09-04,"Australia",NA,"2020-07-02"
"9942","MT972388",2020-09-04,"Australia",NA,"2020-07-02"
"9943","MT972389",2020-09-04,"Australia",NA,"2020-07-02"
"9944","MT972390",2020-09-04,"Australia",NA,"2020-07-02"
"9945","MT972391",2020-09-04,"Australia",NA,"2020-07-03"
"9946","MT972392",2020-09-04,"Australia",NA,"2020-07-03"
"9947","MT972393",2020-09-04,"Australia",NA,"2020-07-03"
"9948","MT972394",2020-09-04,"Australia",NA,"2020-07-03"
"9949","MT972395",2020-09-04,"Australia",NA,"2020-07-04"
"9950","MT972397",2020-09-04,"Australia",NA,"2020-07-04"
"9951","MT972398",2020-09-04,"Australia",NA,"2020-07-04"
"9952","MT972399",2020-09-04,"Australia",NA,"2020-07-04"
"9953","MT972400",2020-09-04,"Australia",NA,"2020-07-04"
"9954","MT972402",2020-09-04,"Australia",NA,"2020-07-04"
"9955","MT972403",2020-09-04,"Australia",NA,"2020-07-04"
"9956","MT972404",2020-09-04,"Australia",NA,"2020-07-04"
"9957","MT972405",2020-09-04,"Australia",NA,"2020-07-04"
"9958","MT972406",2020-09-04,"Australia",NA,"2020-07-04"
"9959","MT972407",2020-09-04,"Australia",NA,"2020-07-04"
"9960","MT972408",2020-09-04,"Australia",NA,"2020-07-04"
"9961","MT972409",2020-09-04,"Australia",NA,"2020-07-04"
"9962","MT972410",2020-09-04,"Australia",NA,"2020-07-04"
"9963","MT972411",2020-09-04,"Australia",NA,"2020-07-04"
"9964","MT972412",2020-09-04,"Australia",NA,"2020-07-04"
"9965","MT972413",2020-09-04,"Australia",NA,"2020-07-04"
"9966","MT972414",2020-09-04,"Australia",NA,"2020-07-05"
"9967","MT972415",2020-09-04,"Australia",NA,"2020-07-04"
"9968","MT972416",2020-09-04,"Australia",NA,"2020-07-04"
"9969","MT972417",2020-09-04,"Australia",NA,"2020-07-04"
"9970","MT972418",2020-09-04,"Australia",NA,"2020-07-04"
"9971","MT972420",2020-09-04,"Australia",NA,"2020-07-05"
"9972","MT972421",2020-09-04,"Australia",NA,"2020-07-05"
"9973","MT972423",2020-09-04,"Australia",NA,"2020-07-03"
"9974","MT972424",2020-09-04,"Australia",NA,"2020-07-03"
"9975","MT972425",2020-09-04,"Australia",NA,"2020-07-01"
"9976","MT972426",2020-09-04,"Australia",NA,"2020-07-01"
"9977","MT972427",2020-09-04,"Australia",NA,"2020-06-30"
"9978","MT972428",2020-09-04,"Australia",NA,"2020-07-01"
"9979","MT972429",2020-09-04,"Australia",NA,"2020-07-01"
"9980","MT972430",2020-09-04,"Australia",NA,"2020-07-01"
"9981","MT972431",2020-09-04,"Australia",NA,"2020-07-01"
"9982","MT972432",2020-09-04,"Australia",NA,"2020-07-01"
"9983","MT972433",2020-09-04,"Australia",NA,"2020-07-01"
"9984","MT972434",2020-09-04,"Australia",NA,"2020-07-01"
"9985","MT972435",2020-09-04,"Australia",NA,"2020-07-01"
"9986","MT972436",2020-09-04,"Australia",NA,"2020-07-02"
"9987","MT972437",2020-09-04,"Australia",NA,"2020-06-28"
"9988","MT972438",2020-09-04,"Australia",NA,"2020-07-03"
"9989","MT972440",2020-09-04,"Australia",NA,"2020-07-03"
"9990","MT972441",2020-09-04,"Australia",NA,"2020-07-05"
"9991","MT972442",2020-09-04,"Australia",NA,"2020-07-05"
"9992","MT972443",2020-09-04,"Australia",NA,"2020-07-05"
"9993","MT972445",2020-09-04,"Australia",NA,"2020-07-05"
"9994","MT972446",2020-09-04,"Australia",NA,"2020-07-05"
"9995","MT972447",2020-09-04,"Australia",NA,"2020-07-05"
"9996","MT972448",2020-09-04,"Australia",NA,"2020-07-05"
"9997","MT972449",2020-09-04,"Australia",NA,"2020-07-06"
"9998","MT972450",2020-09-04,"Australia",NA,"2020-07-05"
"9999","MT972451",2020-09-04,"Australia",NA,"2020-07-05"
"10000","MT972452",2020-09-04,"Australia",NA,"2020-07-06"
"10001","MT972453",2020-09-04,"Australia",NA,"2020-07-07"
"10002","MT972454",2020-09-04,"Australia",NA,"2020-07-07"
"10003","MT972455",2020-09-04,"Australia",NA,"2020-07-07"
"10004","MT972456",2020-09-04,"Australia",NA,"2020-07-07"
"10005","MT972457",2020-09-04,"Australia",NA,"2020-07-07"
"10006","MT972458",2020-09-04,"Australia",NA,"2020-07-07"
"10007","MT972459",2020-09-04,"Australia",NA,"2020-07-07"
"10008","MT972460",2020-09-04,"Australia",NA,"2020-07-02"
"10009","MT972461",2020-09-04,"Australia",NA,"2020-07-04"
"10010","MT972462",2020-09-04,"Australia",NA,"2020-06-29"
"10011","MT972463",2020-09-04,"Australia",NA,"2020-07-03"
"10012","MT972464",2020-09-04,"Australia",NA,"2020-07-03"
"10013","MT972465",2020-09-04,"Australia",NA,"2020-07-03"
"10014","MT972466",2020-09-04,"Australia",NA,"2020-07-04"
"10015","MT972467",2020-09-04,"Australia",NA,"2020-07-02"
"10016","MT972468",2020-09-04,"Australia",NA,"2020-07-03"
"10017","MT972469",2020-09-04,"Australia",NA,"2020-07-04"
"10018","MT972470",2020-09-04,"Australia",NA,"2020-07-05"
"10019","MT972471",2020-09-04,"Australia",NA,"2020-07-05"
"10020","MT972472",2020-09-04,"Australia",NA,"2020-07-05"
"10021","MT972473",2020-09-04,"Australia",NA,"2020-07-05"
"10022","MT972474",2020-09-04,"Australia",NA,"2020-07-02"
"10023","MT972475",2020-09-04,"Australia",NA,"2020-07-04"
"10024","MT972476",2020-09-04,"Australia",NA,"2020-07-03"
"10025","MT972477",2020-09-04,"Australia",NA,"2020-07-03"
"10026","MT972478",2020-09-04,"Australia",NA,"2020-07-03"
"10027","MT972479",2020-09-04,"Australia",NA,"2020-07-05"
"10028","MT972480",2020-09-04,"Australia",NA,"2020-07-03"
"10029","MT972481",2020-09-04,"Australia",NA,"2020-07-03"
"10030","MT972482",2020-09-04,"Australia",NA,"2020-07-02"
"10031","MT972483",2020-09-04,"Australia",NA,"2020-07-03"
"10032","MT972484",2020-09-04,"Australia",NA,"2020-07-02"
"10033","MT972485",2020-09-04,"Australia",NA,"2020-07-04"
"10034","MT972486",2020-09-04,"Australia",NA,"2020-07-04"
"10035","MT972487",2020-09-04,"Australia",NA,"2020-07-03"
"10036","MT972488",2020-09-04,"Australia",NA,"2020-07-03"
"10037","MT972489",2020-09-04,"Australia",NA,"2020-07-03"
"10038","MT972490",2020-09-04,"Australia",NA,"2020-07-03"
"10039","MT972491",2020-09-04,"Australia",NA,"2020-07-03"
"10040","MT972492",2020-09-04,"Australia",NA,"2020-06-29"
"10041","MT972493",2020-09-04,"Australia",NA,"2020-07-01"
"10042","MT972494",2020-09-04,"Australia",NA,"2020-07-01"
"10043","MT972495",2020-09-04,"Australia",NA,"2020-07-01"
"10044","MT972496",2020-09-04,"Australia",NA,"2020-06-28"
"10045","MT972497",2020-09-04,"Australia",NA,"2020-06-29"
"10046","MT972498",2020-09-04,"Australia",NA,"2020-06-29"
"10047","MT972500",2020-09-04,"Australia",NA,"2020-06-29"
"10048","MT972502",2020-09-04,"Australia",NA,"2020-07-05"
"10049","MT972503",2020-09-04,"Australia",NA,"2020-07-05"
"10050","MT972504",2020-09-04,"Australia",NA,"2020-07-05"
"10051","MT972505",2020-09-04,"Australia",NA,"2020-07-05"
"10052","MT972506",2020-09-04,"Australia",NA,"2020-07-05"
"10053","MT972507",2020-09-04,"Australia",NA,"2020-07-05"
"10054","MT972508",2020-09-04,"Australia",NA,"2020-07-04"
"10055","MT972509",2020-09-04,"Australia",NA,"2020-07-04"
"10056","MT972510",2020-09-04,"Australia",NA,"2020-07-04"
"10057","MT972511",2020-09-04,"Australia",NA,"2020-07-04"
"10058","MT972512",2020-09-04,"Australia",NA,"2020-07-06"
"10059","MT972513",2020-09-04,"Australia",NA,"2020-07-06"
"10060","MT972514",2020-09-04,"Australia",NA,"2020-07-06"
"10061","MT972515",2020-09-04,"Australia",NA,"2020-07-06"
"10062","MT972516",2020-09-04,"Australia",NA,"2020-07-06"
"10063","MT972517",2020-09-04,"Australia",NA,"2020-07-05"
"10064","MT972518",2020-09-04,"Australia",NA,"2020-07-04"
"10065","MT972519",2020-09-04,"Australia",NA,"2020-07-04"
"10066","MT972520",2020-09-04,"Australia",NA,"2020-07-04"
"10067","MT972521",2020-09-04,"Australia",NA,"2020-07-04"
"10068","MT972522",2020-09-04,"Australia",NA,"2020-07-04"
"10069","MT972523",2020-09-04,"Australia",NA,"2020-07-04"
"10070","MT972524",2020-09-04,"Australia",NA,"2020-07-04"
"10071","MT972525",2020-09-04,"Australia",NA,"2020-07-05"
"10072","MT972526",2020-09-04,"Australia",NA,"2020-07-04"
"10073","MT972527",2020-09-04,"Australia",NA,"2020-07-04"
"10074","MT972528",2020-09-04,"Australia",NA,"2020-07-04"
"10075","MT972529",2020-09-04,"Australia",NA,"2020-07-04"
"10076","MT972530",2020-09-04,"Australia",NA,"2020-07-05"
"10077","MT972532",2020-09-04,"Australia",NA,"2020-07-04"
"10078","MT972533",2020-09-04,"Australia",NA,"2020-07-04"
"10079","MT972534",2020-09-04,"Australia",NA,"2020-07-04"
"10080","MT972535",2020-09-04,"Australia",NA,"2020-07-04"
"10081","MT972536",2020-09-04,"Australia",NA,"2020-07-06"
"10082","MT972537",2020-09-04,"Australia",NA,"2020-07-04"
"10083","MT972538",2020-09-04,"Australia",NA,"2020-07-04"
"10084","MT972539",2020-09-04,"Australia",NA,"2020-07-04"
"10085","MT972540",2020-09-04,"Australia",NA,"2020-07-04"
"10086","MT972541",2020-09-04,"Australia",NA,"2020-07-04"
"10087","MT972542",2020-09-04,"Australia",NA,"2020-07-04"
"10088","MT972543",2020-09-04,"Australia",NA,"2020-07-06"
"10089","MT972544",2020-09-04,"Australia",NA,"2020-07-06"
"10090","MT972546",2020-09-04,"Australia",NA,"2020-07-06"
"10091","MT972548",2020-09-04,"Australia",NA,"2020-07-06"
"10092","MT972549",2020-09-04,"Australia",NA,"2020-07-06"
"10093","MT972550",2020-09-04,"Australia",NA,"2020-07-06"
"10094","MT972551",2020-09-04,"Australia",NA,"2020-07-06"
"10095","MT972552",2020-09-04,"Australia",NA,"2020-07-06"
"10096","MT972553",2020-09-04,"Australia",NA,"2020-07-05"
"10097","MT972554",2020-09-04,"Australia",NA,"2020-07-06"
"10098","MT972555",2020-09-04,"Australia",NA,"2020-07-06"
"10099","MT972556",2020-09-04,"Australia",NA,"2020-07-06"
"10100","MT972557",2020-09-04,"Australia",NA,"2020-07-06"
"10101","MT972558",2020-09-04,"Australia",NA,"2020-07-06"
"10102","MT972559",2020-09-04,"Australia",NA,"2020-07-06"
"10103","MT972560",2020-09-04,"Australia",NA,"2020-07-06"
"10104","MT972561",2020-09-04,"Australia",NA,"2020-07-06"
"10105","MT972562",2020-09-04,"Australia",NA,"2020-07-06"
"10106","MT972563",2020-09-04,"Australia",NA,"2020-07-06"
"10107","MT972564",2020-09-04,"Australia",NA,"2020-07-06"
"10108","MT972565",2020-09-04,"Australia",NA,"2020-07-02"
"10109","MT972566",2020-09-04,"Australia",NA,"2020-07-07"
"10110","MT972567",2020-09-04,"Australia",NA,"2020-07-07"
"10111","MT972568",2020-09-04,"Australia",NA,"2020-07-07"
"10112","MT972570",2020-09-04,"Australia",NA,"2020-07-04"
"10113","MT972571",2020-09-04,"Australia",NA,"2020-07-06"
"10114","MT972573",2020-09-04,"Australia",NA,"2020-07-05"
"10115","MT972574",2020-09-04,"Australia",NA,"2020-07-06"
"10116","MT972575",2020-09-04,"Australia",NA,"2020-07-07"
"10117","MT972576",2020-09-04,"Australia",NA,"2020-07-06"
"10118","MT972577",2020-09-04,"Australia",NA,"2020-07-06"
"10119","MT972580",2020-09-04,"Australia",NA,"2020-07-03"
"10120","MT972582",2020-09-04,"Australia",NA,"2020-07-06"
"10121","MT972584",2020-09-04,"Australia",NA,"2020-07-05"
"10122","MT972585",2020-09-04,"Australia",NA,"2020-07-05"
"10123","MT972586",2020-09-04,"Australia",NA,"2020-07-05"
"10124","MT972587",2020-09-04,"Australia",NA,"2020-07-06"
"10125","MT972588",2020-09-04,"Australia",NA,"2020-07-05"
"10126","MT972589",2020-09-04,"Australia",NA,"2020-07-05"
"10127","MT972590",2020-09-04,"Australia",NA,"2020-07-05"
"10128","MT972591",2020-09-04,"Australia",NA,"2020-07-05"
"10129","MT972592",2020-09-04,"Australia",NA,"2020-07-06"
"10130","MT972594",2020-09-04,"Australia",NA,"2020-07-06"
"10131","MT972595",2020-09-04,"Australia",NA,"2020-07-06"
"10132","MT972596",2020-09-04,"Australia",NA,"2020-07-06"
"10133","MT972599",2020-09-04,"Australia",NA,"2020-07-06"
"10134","MT972602",2020-09-04,"Australia",NA,"2020-07-06"
"10135","MT972604",2020-09-04,"Australia",NA,"2020-07-05"
"10136","MT972605",2020-09-04,"Australia",NA,"2020-07-06"
"10137","MT972607",2020-09-04,"Australia",NA,"2020-07-05"
"10138","MT972608",2020-09-04,"Australia",NA,"2020-07-05"
"10139","MT972609",2020-09-04,"Australia",NA,"2020-07-05"
"10140","MT972610",2020-09-04,"Australia",NA,"2020-07-05"
"10141","MT972611",2020-09-04,"Australia",NA,"2020-07-05"
"10142","MT972612",2020-09-04,"Australia",NA,"2020-07-08"
"10143","MT972614",2020-09-04,"Australia",NA,"2020-07-08"
"10144","MT972615",2020-09-04,"Australia",NA,"2020-07-08"
"10145","MT972616",2020-09-04,"Australia",NA,"2020-07-08"
"10146","MT972618",2020-09-04,"Australia",NA,"2020-07-08"
"10147","MT972619",2020-09-04,"Australia",NA,"2020-07-08"
"10148","MT972621",2020-09-04,"Australia",NA,"2020-07-05"
"10149","MT972622",2020-09-04,"Australia",NA,"2020-07-05"
"10150","MT972625",2020-09-04,"Australia",NA,"2020-07-04"
"10151","MT972626",2020-09-04,"Australia",NA,"2020-07-05"
"10152","MT972627",2020-09-04,"Australia",NA,"2020-07-05"
"10153","MT972629",2020-09-04,"Australia",NA,"2020-07-05"
"10154","MT972630",2020-09-04,"Australia",NA,"2020-07-05"
"10155","MT972631",2020-09-04,"Australia",NA,"2020-07-05"
"10156","MT972632",2020-09-04,"Australia",NA,"2020-07-05"
"10157","MT972634",2020-09-04,"Australia",NA,"2020-07-05"
"10158","MT972635",2020-09-04,"Australia",NA,"2020-07-05"
"10159","MT972636",2020-09-04,"Australia",NA,"2020-07-05"
"10160","MT972637",2020-09-04,"Australia",NA,"2020-07-05"
"10161","MT972638",2020-09-04,"Australia",NA,"2020-07-06"
"10162","MT972639",2020-09-04,"Australia",NA,"2020-07-07"
"10163","MT972640",2020-09-04,"Australia",NA,"2020-07-07"
"10164","MT972642",2020-09-04,"Australia",NA,"2020-07-06"
"10165","MT972643",2020-09-04,"Australia",NA,"2020-07-08"
"10166","MT972647",2020-09-04,"Australia",NA,"2020-07-08"
"10167","MT972648",2020-09-04,"Australia",NA,"2020-07-08"
"10168","MT972649",2020-09-04,"Australia",NA,"2020-07-08"
"10169","MT972651",2020-09-04,"Australia",NA,"2020-07-09"
"10170","MT972652",2020-09-04,"Australia",NA,"2020-07-09"
"10171","MT972653",2020-09-04,"Australia",NA,"2020-06-26"
"10172","MT972654",2020-09-04,"Australia",NA,"2020-07-07"
"10173","MT972655",2020-09-04,"Australia",NA,"2020-07-07"
"10174","MT972656",2020-09-04,"Australia",NA,"2020-07-07"
"10175","MT972657",2020-09-04,"Australia",NA,"2020-07-04"
"10176","MT972658",2020-09-04,"Australia",NA,"2020-07-08"
"10177","MT972659",2020-09-04,"Australia",NA,"2020-07-08"
"10178","MT972662",2020-09-04,"Australia",NA,"2020-07-08"
"10179","MT972664",2020-09-04,"Australia",NA,"2020-07-08"
"10180","MT972665",2020-09-04,"Australia",NA,"2020-07-09"
"10181","MT972666",2020-09-04,"Australia",NA,"2020-06-26"
"10182","MT972667",2020-09-04,"Australia",NA,"2020-07-07"
"10183","MT972668",2020-09-04,"Australia",NA,"2020-07-08"
"10184","MT972669",2020-09-04,"Australia",NA,"2020-07-06"
"10185","MT972670",2020-09-04,"Australia",NA,"2020-07-07"
"10186","MT972671",2020-09-04,"Australia",NA,"2020-07-07"
"10187","MT972672",2020-09-04,"Australia",NA,"2020-07-06"
"10188","MT972675",2020-09-04,"Australia",NA,"2020-07-08"
"10189","MT972677",2020-09-04,"Australia",NA,"2020-07-09"
"10190","MT972678",2020-09-04,"Australia",NA,"2020-07-08"
"10191","MT972679",2020-09-04,"Australia",NA,"2020-07-08"
"10192","MT972680",2020-09-04,"Australia",NA,"2020-07-08"
"10193","MT972681",2020-09-04,"Australia",NA,"2020-07-08"
"10194","MT972683",2020-09-04,"Australia",NA,"2020"
"10195","MT972684",2020-09-04,"Australia",NA,"2020-07-08"
"10196","MT972686",2020-09-04,"Australia",NA,"2020-07-06"
"10197","MT972687",2020-09-04,"Australia",NA,"2020-07-08"
"10198","MT972688",2020-09-04,"Australia",NA,"2020-07-09"
"10199","MT972689",2020-09-04,"Australia",NA,"2020"
"10200","MT972690",2020-09-04,"Australia",NA,"2020-07-07"
"10201","MT972691",2020-09-04,"Australia",NA,"2020-07-08"
"10202","MT972692",2020-09-04,"Australia",NA,"2020-07-08"
"10203","MT972695",2020-09-04,"Australia",NA,"2020-07-08"
"10204","MT972697",2020-09-04,"Australia",NA,"2020-07-07"
"10205","MT972700",2020-09-04,"Australia",NA,"2020-07-08"
"10206","MT972701",2020-09-04,"Australia",NA,"2020-07-08"
"10207","MT972702",2020-09-04,"Australia",NA,"2020-07-08"
"10208","MT972703",2020-09-04,"Australia",NA,"2020-07-08"
"10209","MT972704",2020-09-04,"Australia",NA,"2020-07-09"
"10210","MT972705",2020-09-04,"Australia",NA,"2020"
"10211","MT972706",2020-09-04,"Australia",NA,"2020-07-09"
"10212","MT972707",2020-09-04,"Australia",NA,"2020-07-09"
"10213","MT972708",2020-09-04,"Australia",NA,"2020-07-09"
"10214","MT972709",2020-09-04,"Australia",NA,"2020-07-09"
"10215","MT972710",2020-09-04,"Australia",NA,"2020-07-09"
"10216","MT972711",2020-09-04,"Australia",NA,"2020-07-09"
"10217","MT972712",2020-09-04,"Australia",NA,"2020-07-09"
"10218","MT972713",2020-09-04,"Australia",NA,"2020-07-09"
"10219","MT972714",2020-09-04,"Australia",NA,"2020-07-09"
"10220","MT972715",2020-09-04,"Australia",NA,"2020-07-09"
"10221","MT972716",2020-09-04,"Australia",NA,"2020-07-09"
"10222","MT972717",2020-09-04,"Australia",NA,"2020-07-09"
"10223","MT972718",2020-09-04,"Australia",NA,"2020-07-09"
"10224","MT972719",2020-09-04,"Australia",NA,"2020-07-09"
"10225","MT972720",2020-09-04,"Australia",NA,"2020-07-09"
"10226","MT972721",2020-09-04,"Australia",NA,"2020-07-09"
"10227","MT972722",2020-09-04,"Australia",NA,"2020-07-08"
"10228","MT972723",2020-09-04,"Australia",NA,"2020-07-09"
"10229","MT972725",2020-09-04,"Australia",NA,"2020-07-09"
"10230","MT972727",2020-09-04,"Australia",NA,"2020-07-09"
"10231","MT972728",2020-09-04,"Australia",NA,"2020-07-09"
"10232","MT972729",2020-09-04,"Australia",NA,"2020-07-09"
"10233","MT972730",2020-09-04,"Australia",NA,"2020-07-09"
"10234","MT972732",2020-09-04,"Australia",NA,"2020-07-10"
"10235","MT972733",2020-09-04,"Australia",NA,"2020-07-10"
"10236","MT972734",2020-09-04,"Australia",NA,"2020-07-10"
"10237","MT972736",2020-09-04,"Australia",NA,"2020-07-09"
"10238","MT972737",2020-09-04,"Australia",NA,"2020-07-09"
"10239","MT972738",2020-09-04,"Australia",NA,"2020-07-10"
"10240","MT972739",2020-09-04,"Australia",NA,"2020-07-10"
"10241","MT972740",2020-09-04,"Australia",NA,"2020-07-10"
"10242","MT972741",2020-09-04,"Australia",NA,"2020-07-10"
"10243","MT972742",2020-09-04,"Australia",NA,"2020-07-10"
"10244","MT972743",2020-09-04,"Australia",NA,"2020-07-10"
"10245","MT972744",2020-09-04,"Australia",NA,"2020-07-10"
"10246","MT972745",2020-09-04,"Australia",NA,"2020-07-08"
"10247","MT972746",2020-09-04,"Australia",NA,"2020-06-26"
"10248","MT972748",2020-09-04,"Australia",NA,"2020-07-07"
"10249","MT972749",2020-09-04,"Australia",NA,"2020-07-08"
"10250","MT972750",2020-09-04,"Australia",NA,"2020-07-08"
"10251","MT972752",2020-09-04,"Australia",NA,"2020-07-07"
"10252","MT972753",2020-09-04,"Australia",NA,"2020-07-07"
"10253","MT972754",2020-09-04,"Australia",NA,"2020-07-08"
"10254","MT972756",2020-09-04,"Australia",NA,"2020-07-08"
"10255","MT972758",2020-09-04,"Australia",NA,"2020-07-08"
"10256","MT972760",2020-09-04,"Australia",NA,"2020-07-08"
"10257","MT972761",2020-09-04,"Australia",NA,"2020-07-09"
"10258","MT972762",2020-09-04,"Australia",NA,"2020-07-09"
"10259","MT972763",2020-09-04,"Australia",NA,"2020-07-09"
"10260","MT972764",2020-09-04,"Australia",NA,"2020-07-09"
"10261","MT972765",2020-09-04,"Australia",NA,"2020-07-08"
"10262","MT972767",2020-09-04,"Australia",NA,"2020-07-11"
"10263","MT972768",2020-09-04,"Australia",NA,"2020-07-12"
"10264","MT972769",2020-09-04,"Australia",NA,"2020-07-11"
"10265","MT972770",2020-09-04,"Australia",NA,"2020-07-12"
"10266","MT972771",2020-09-04,"Australia",NA,"2020-07-12"
"10267","MT972772",2020-09-04,"Australia",NA,"2020-07-12"
"10268","MT972773",2020-09-04,"Australia",NA,"2020-07-12"
"10269","MT972774",2020-09-04,"Australia",NA,"2020-07-11"
"10270","MT972775",2020-09-04,"Australia",NA,"2020-07-12"
"10271","MT972776",2020-09-04,"Australia",NA,"2020-07-12"
"10272","MT972777",2020-09-04,"Australia",NA,"2020-07-12"
"10273","MT972778",2020-09-04,"Australia",NA,"2020-07-12"
"10274","MT972779",2020-09-04,"Australia",NA,"2020-07-11"
"10275","MT972780",2020-09-04,"Australia",NA,"2020-07-11"
"10276","MT972781",2020-09-04,"Australia",NA,"2020-07-12"
"10277","MT972782",2020-09-04,"Australia",NA,"2020-07-13"
"10278","MT972783",2020-09-04,"Australia",NA,"2020-07-11"
"10279","MT972784",2020-09-04,"Australia",NA,"2020-07-11"
"10280","MT972785",2020-09-04,"Australia",NA,"2020-07-12"
"10281","MT972786",2020-09-04,"Australia",NA,"2020-07-12"
"10282","MT972787",2020-09-04,"Australia",NA,"2020-07-12"
"10283","MT972788",2020-09-04,"Australia",NA,"2020-07-12"
"10284","MT972789",2020-09-04,"Australia",NA,"2020-07-12"
"10285","MT972790",2020-09-04,"Australia",NA,"2020-07-12"
"10286","MT972792",2020-09-04,"Australia",NA,"2020-07-13"
"10287","MT972793",2020-09-04,"Australia",NA,"2020-07-13"
"10288","MT972794",2020-09-04,"Australia",NA,"2020-07-13"
"10289","MT972795",2020-09-04,"Australia",NA,"2020-07-13"
"10290","MT972796",2020-09-04,"Australia",NA,"2020-07-13"
"10291","MT972799",2020-09-04,"Australia",NA,"2020-07-11"
